"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Full context"
" кат я ,теН """;"ен";""" Нет, я так ";"не";" ";"думал и так не мечтал";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";""" Нет, я так не думал и так не мечтал"
" ен кат я ,теН """;"ламуд";""" Нет, я так не ";"думал";" ";"и так не мечтал";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";""" Нет, я так не думал и так не мечтал"
" ламуд ен кат я ,теН """;"и";""" Нет, я так не думал ";"и";" ";"так не мечтал";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";""" Нет, я так не думал и так не мечтал"
" и ламуд ен кат я ,теН";"кат";"Нет, я так не думал и ";"так";" ";"не мечтал";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";""" Нет, я так не думал и так не мечтал"
" кат и ламуд ен кат я";"ен";"я так не думал и так ";"не";" ";"мечтал";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";""" Нет, я так не думал и так не мечтал"
" ен кат и ламуд ен кат";"латчем";"так не думал и так не ";"мечтал";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";""" Нет, я так не думал и так не мечтал"
"";"отсорП";"";"Просто";", ";"ну я же ездил на поезде";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Просто, ну я же ездил на поезде"
" ,отсорП";"ун";"Просто, ";"ну";" ";"я же ездил на поезде";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Просто, ну я же ездил на поезде"
" ун ,отсорП";"я";"Просто, ну ";"я";" ";"же ездил на поезде";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Просто, ну я же ездил на поезде"
" я ун ,отсорП";"еж";"Просто, ну я ";"же";" ";"ездил на поезде";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Просто, ну я же ездил на поезде"
" еж я ун ,отсорП";"лидзе";"Просто, ну я же ";"ездил";" ";"на поезде";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Просто, ну я же ездил на поезде"
" лидзе еж я ун ,отсорП";"ан";"Просто, ну я же ездил ";"на";" ";"поезде";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Просто, ну я же ездил на поезде"
" ан лидзе еж я ун ,отсорП";"едзеоп";"Просто, ну я же ездил на ";"поезде";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Просто, ну я же ездил на поезде"
"";"аН";"";"На";" ";"поезде";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"На поезде"
" аН";"едзеоп";"На ";"поезде";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"На поезде"
"";"оТ";"";"То";" ";"есть садился на поезд, ехал в";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть садился на поезд, ехал в Москву или из Москвы"
" оТ";"ьтсе";"То ";"есть";" ";"садился на поезд, ехал в Москву";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть садился на поезд, ехал в Москву или из Москвы"
" ьтсе оТ";"яслидас";"То есть ";"садился";" ";"на поезд, ехал в Москву или";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть садился на поезд, ехал в Москву или из Москвы"
" яслидас ьтсе оТ";"ан";"То есть садился ";"на";" ";"поезд, ехал в Москву или из";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть садился на поезд, ехал в Москву или из Москвы"
" ан яслидас ьтсе оТ";"дзеоп";"То есть садился на ";"поезд";", ";"ехал в Москву или из Москвы";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть садился на поезд, ехал в Москву или из Москвы"
" ,дзеоп ан яслидас ьтсе оТ";"лахе";"То есть садился на поезд, ";"ехал";" ";"в Москву или из Москвы";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть садился на поезд, ехал в Москву или из Москвы"
" лахе ,дзеоп ан яслидас ьтсе оТ";"в";"То есть садился на поезд, ехал ";"в";" ";"Москву или из Москвы";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть садился на поезд, ехал в Москву или из Москвы"
" в лахе ,дзеоп ан яслидас ьтсе";"увксоМ";"есть садился на поезд, ехал в ";"Москву";" ";"или из Москвы";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть садился на поезд, ехал в Москву или из Москвы"
" увксоМ в лахе ,дзеоп ан яслидас";"или";"садился на поезд, ехал в Москву ";"или";" ";"из Москвы";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть садился на поезд, ехал в Москву или из Москвы"
" или увксоМ в лахе ,дзеоп ан";"зи";"на поезд, ехал в Москву или ";"из";" ";"Москвы";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть садился на поезд, ехал в Москву или из Москвы"
" зи или увксоМ в лахе ,дзеоп";"ывксоМ";"поезд, ехал в Москву или из ";"Москвы";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть садился на поезд, ехал в Москву или из Москвы"
"";"оТ";"";"То";" ";"есть все мы ехали";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть все мы ехали"
" оТ";"ьтсе";"То ";"есть";" ";"все мы ехали";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть все мы ехали"
" ьтсе оТ";"есв";"То есть ";"все";" ";"мы ехали";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть все мы ехали"
" есв ьтсе оТ";"ым";"То есть все ";"мы";" ";"ехали";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть все мы ехали"
" ым есв ьтсе оТ";"илахе";"То есть все мы ";"ехали";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"То есть все мы ехали"
"";"лахЕ";"";"Ехал";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ехал"
"";"лЕ";"";"Ел";", ";"спал, смотрел в окно, читал чего-то";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ,лЕ";"лапс";"Ел, ";"спал";", ";"смотрел в окно, читал чего-то, беседовал";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ,лапс ,лЕ";"лертомс";"Ел, спал, ";"смотрел";" ";"в окно, читал чего-то, беседовал... беседовали";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" лертомс ,лапс ,лЕ";"в";"Ел, спал, смотрел ";"в";" ";"окно, читал чего-то, беседовал... беседовали, скучали";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" в лертомс ,лапс ,лЕ";"онко";"Ел, спал, смотрел в ";"окно";", ";"читал чего-то, беседовал... беседовали, скучали, выходили";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ,онко в лертомс ,лапс ,лЕ";"латич";"Ел, спал, смотрел в окно, ";"читал";" ";"чего-то, беседовал... беседовали, скучали, выходили на";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" латич ,онко в лертомс ,лапс ,лЕ";"от-огеч";"Ел, спал, смотрел в окно, читал ";"чего-то";", ";"беседовал... беседовали, скучали, выходили на станциях";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ,от-огеч латич ,онко в лертомс ,лапс";"лаводесеб";"спал, смотрел в окно, читал чего-то, ";"беседовал";"... ";"беседовали, скучали, выходили на станциях, курили";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ...лаводесеб ,от-огеч латич ,онко в лертомс";"илаводесеб";"смотрел в окно, читал чего-то, беседовал... ";"беседовали";", ";"скучали, выходили на станциях, курили... ну";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ,илаводесеб ...лаводесеб ,от-огеч латич ,онко в";"илачукс";"в окно, читал чего-то, беседовал... беседовали, ";"скучали";", ";"выходили на станциях, курили... ну, то";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ,илачукс ,илаводесеб ...лаводесеб ,от-огеч латич ,онко";"илидохыв";"окно, читал чего-то, беседовал... беседовали, скучали, ";"выходили";" ";"на станциях, курили... ну, то есть";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" илидохыв ,илачукс ,илаводесеб ...лаводесеб ,от-огеч латич";"ан";"читал чего-то, беседовал... беседовали, скучали, выходили ";"на";" ";"станциях, курили... ну, то есть я";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ан илидохыв ,илачукс ,илаводесеб ...лаводесеб ,от-огеч";"хяицнатс";"чего-то, беседовал... беседовали, скучали, выходили на ";"станциях";", ";"курили... ну, то есть я-то";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ,хяицнатс ан илидохыв ,илачукс ,илаводесеб ...лаводесеб";"илирук";"беседовал... беседовали, скучали, выходили на станциях, ";"курили";"... ";"ну, то есть я-то не";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ...илирук ,хяицнатс ан илидохыв ,илачукс ,илаводесеб";"ун";"беседовали, скучали, выходили на станциях, курили... ";"ну";", ";"то есть я-то не курю";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ,ун ...илирук ,хяицнатс ан илидохыв ,илачукс";"от";"скучали, выходили на станциях, курили... ну, ";"то";" ";"есть я-то не курю,... но";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" от ,ун ...илирук ,хяицнатс ан илидохыв";"ьтсе";"выходили на станциях, курили... ну, то ";"есть";" ";"я-то не курю,... но тоже";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ьтсе от ,ун ...илирук ,хяицнатс ан";"я";"на станциях, курили... ну, то есть ";"я";"-";"то не курю,... но тоже выходил";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
"-я ьтсе от ,ун ...илирук ,хяицнатс";"от";"станциях, курили... ну, то есть я-";"то";" ";"не курю,... но тоже выходил со";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" от-я ьтсе от ,ун ...илирук";"ен";"курили... ну, то есть я-то ";"не";" ";"курю,... но тоже выходил со всеми";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ен от-я ьтсе от ,ун";"юрук";"ну, то есть я-то не ";"курю";",... ";"но тоже выходил со всеми, как";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ...,юрук ен от-я ьтсе от";"он";"то есть я-то не курю,... ";"но";" ";"тоже выходил со всеми, как бы";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" он ...,юрук ен от-я ьтсе";"ежот";"есть я-то не курю,... но ";"тоже";" ";"выходил со всеми, как бы покурить";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ежот он ...,юрук ен от-я";"лидохыв";"я-то не курю,... но тоже ";"выходил";" ";"со всеми, как бы покурить, просто";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" лидохыв ежот он ...,юрук ен от";"ос";"то не курю,... но тоже выходил ";"со";" ";"всеми, как бы покурить, просто так";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ос лидохыв ежот он ...,юрук ен";"имесв";"не курю,... но тоже выходил со ";"всеми";", ";"как бы покурить, просто так говорят";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
" ,имесв ос лидохыв ежот он ...,юрук";"как";"курю,... но тоже выходил со всеми, ";"как";" ";"бы покурить, просто так говорят -- выйти";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Ел, спал, смотрел в окно, читал чего-то, беседовал... беседовали, скучали, выходили на станциях, курили... ну, то есть я-то не курю,... но тоже выходил со всеми, как бы покурить, просто так говорят -- выйти покурить...... Ну, то есть ехал поезд"
